"first_name","last_name","hire_date"
"Zhigen","Marrakchi","11/30/1989"
"Subir","Krybus","1/12/1989"
"Mang","Vadhan","12/9/1989"
"Dietrich","Engelmann","2/16/1989"
"Shichao","Fasbender","1/9/1989"
"Akhilish","Muniz","3/7/1989"
"Nahla","Solares","2/6/1989"
"Sham","Jayawardene","8/20/1989"
"Shigenori","Eterovic","10/16/1989"
"Sudharsan","Otillio","8/20/1989"
"Marie","Yemenis","9/13/1989"
"Mart","Birch","9/3/1989"
"Shuho","Litvinov","9/16/1989"
"Khatoun","Joslin","11/18/1989"
"Khoa","Valtorta","10/23/1989"
"Hirochika","Ballarin","6/24/1989"
"Ghassan","Waterhouse","2/15/1989"
"Anneke","Morris","5/29/1989"
"Radhika","Erdi","8/9/1989"
"Jaques","Zuberek","6/30/1989"
"Marsal","Peroz","8/15/1989"
"Shahab","Terkki","1/29/1989"
"Noritoshi","Hiltgen","6/10/1989"
"Martien","Flanders","3/5/1989"
"Huiqun","Beilner","2/3/1989"
"Boguslaw","Lammel","2/23/1989"
"Christoph","Oppitz","5/25/1989"
"Werner","Szemeredi","1/22/1989"
"Hinrich","Facello","3/19/1989"
"Cordelia","Bolotov","9/1/1989"
"Ulises","Itzigehl","12/26/1989"
"Thodoros","Akiyama","2/14/1989"
"Radhakrishnan","Chaudhuri","7/24/1989"
"Lucian","Gopalakrishnan","11/2/1989"
"Huei","Ranze","10/28/1989"
"Wayne","Vecchi","4/26/1989"
"Udo","Baig","7/14/1989"
"Richard","Shobatake","5/8/1989"
"Girolamo","Krychniak","5/14/1989"
"Munir","Cannata","3/7/1989"
"Zengping","Byoun","12/10/1989"
"Arumugam","Masaki","3/6/1989"
"Zhonghui","Marciano","1/9/1989"
"Guther","Schonegge","10/27/1989"
"Luigi","Rajaraman","9/19/1989"
"Mohammed","Setiz","5/10/1989"
"Remko","Chenoweth","5/15/1989"
"Oscal","Pero","12/20/1989"
"Zhaofang","Fontan","6/27/1989"
"Basil","Georgatos","4/3/1989"
"Geoffrey","Albarhamtoshy","5/8/1989"
"Sanjai","Mahnke","12/10/1989"
"Adam","Bala","2/13/1989"
"Tzvetan","Gniady","7/18/1989"
"Nagui","Aloisi","7/20/1989"
"Raimond","Fabrizio","6/25/1989"
"Tsz","Kushner","10/25/1989"
"Serge","Templeman","9/17/1989"
"Aloke","Hebert","7/26/1989"
"Kellyn","McClure","11/7/1989"
"Yoshinari","McClure","2/8/1989"
"Zhilian","DuBourdieux","11/22/1989"
"Martina","Plessier","11/1/1989"
"Xuejun","Puppo","12/2/1989"
"Mats","Kruskal","3/23/1989"
"Fen","Rohrbach","6/21/1989"
"Jeanne","Tischendorf","10/1/1989"
"Yongmao","Quaggetto","7/26/1989"
"Hatsukazu","Dehkordi","9/27/1989"
"Doohun","Walston","2/4/1989"
"Odysseas","Undy","7/4/1989"
"Indrajit","Lichtman","10/25/1989"
"Yaghout","Lenart","3/9/1989"
"Toshiki","Lienhardt","1/6/1989"
"Arvind","Cappelli","1/16/1989"
"Doohun","Kornyak","6/3/1989"
"Manibrata","Kilgore","7/21/1989"
"Arfst","Kusalik","6/10/1989"
"Adam","Wiegley","12/1/1989"
"Shaz","Takkinen","1/25/1989"
"Rasiah","Luft","9/17/1989"
"Paddy","Sidou","12/22/1989"
"Bangqing","Jiafu","9/10/1989"
"Gurbir","Guenter","1/16/1989"
"Aleksandar","Levasseur","7/26/1989"
"Ymte","Heusch","4/8/1989"
"Subir","Conry","2/7/1989"
"Pranay","Hofman","7/28/1989"
"Nikolaus","Pell","10/26/1989"
"Lillian","Maccarone","1/9/1989"
"Xiping","Ranze","6/22/1989"
"Ewing","Klerer","6/15/1989"
"Giap","Templeman","9/21/1989"
"Radhakrishnan","Hooghiemstra","4/8/1989"
"Zhigen","Gerlach","1/31/1989"
"Chuanti","Seuren","10/24/1989"
"Kamran","Matzat","7/11/1989"
"Jiafu","Guerreiro","6/8/1989"
"Sadegh","Beilner","12/14/1989"
"Mona","Birge","5/10/1989"
"Kwun","Erman","4/11/1989"
"Souichi","Stenning","5/26/1989"
"Nishit","Klassen","9/7/1989"
"Ymte","Carrere","10/26/1989"
"Mana","Weedon","1/7/1989"
"Anestis","Chenoweth","10/20/1989"
"Zijian","Businaro","3/21/1989"
"Kaijung","Gurbaxani","2/15/1989"
"Luise","Lund","8/23/1989"
"Renny","Bale","11/22/1989"
"Magdalena","Valette","8/15/1989"
"Heng","Speek","7/3/1989"
"Kristen","Shanbhogue","4/14/1989"
"Ziyad","Kaiserswerth","1/9/1989"
"Baocai","Kushnir","11/29/1989"
"Tadahiko","Crelier","6/13/1989"
"Genki","Cronan","4/23/1989"
"Lena","Kilgour","8/5/1989"
"JoAnna","Linnainmaa","11/13/1989"
"Kiyokazu","Apsitis","7/20/1989"
"Alper","Biros","10/23/1989"
"Youngkon","Markovitch","10/8/1989"
"Rosli","Krichel","12/2/1989"
"Pragnesh","Baar","7/31/1989"
"Premsyl","Cannane","6/18/1989"
"Kwangyoen","Emmerich","11/26/1989"
"Gilbert","Kranzdorf","12/26/1989"
"Parviz","Braunmuhl","2/7/1989"
"Ipke","Pollacia","3/26/1989"
"Martina","Birch","6/29/1989"
"Leah","Benzmuller","4/25/1989"
"Bedir","Gaughan","9/7/1989"
"Avishai","Tiemann","1/5/1989"
"Mack","Birjandi","3/23/1989"
"Bilhanan","Siepmann","1/22/1989"
"Marko","Lalonde","12/31/1989"
"Zhensheng","Delgrange","8/8/1989"
"Hercules","Luck","2/18/1989"
"Guoxiang","Ramaiah","3/18/1989"
"Ramzi","Monkewich","5/24/1989"
"Martins","Gischer","12/9/1989"
"Willard","Kandlur","8/3/1989"
"Amabile","Demian","10/13/1989"
"Remko","Haraldson","1/10/1989"
"Shounak","Schaft","2/15/1989"
"Sreenivas","Broomell","9/10/1989"
"Collette","Swift","4/30/1989"
"Isaac","Slutz","6/27/1989"
"Sukumar","Erdmenger","12/28/1989"
"Moss","Koshino","1/29/1989"
"Piyawadee","Vesna","12/22/1989"
"Koldo","Heemskerk","8/15/1989"
"Seshu","Baby","4/10/1989"
"Frazer","Rosis","10/11/1989"
"Jeanne","Orlowski","5/28/1989"
"Nahla","Pashtan","3/17/1989"
"Eran","Cyne","8/18/1989"
"Olivera","Wolniewicz","10/20/1989"
"Arunas","Bednarek","5/8/1989"
"Huai","Peek","1/5/1989"
"Jacopo","Gammage","12/1/1989"
"Maris","Zumaque","1/1/1989"
"Gina","Junet","1/1/1989"
"Owen","McClurg","6/24/1989"
"Yechezkel","Schusler","1/21/1989"
"Qunsheng","Fujisawa","1/13/1989"
"Deniz","Skrikant","3/28/1989"
"King","Gyimothy","12/15/1989"
"Heng","Himler","11/2/1989"
"Foong","Szmurlo","12/9/1989"
"Hidde","Shobatake","6/4/1989"
"Shigeu","Brlek","9/7/1989"
"Eberhardt","Gini","3/13/1989"
"Hilary","Lalonde","4/27/1989"
"Alagu","Oppitz","1/21/1989"
"Constantino","Uhrig","10/8/1989"
"Adit","Hofstetter","5/18/1989"
"Kyoichi","Luby","2/18/1989"
"Unal","Boissier","2/5/1989"
"Fusako","Thiran","10/13/1989"
"Chuanyi","Schreiter","11/7/1989"
"Mona","Casperson","10/27/1989"
"Zito","Backhouse","2/18/1989"
"Basant","Ghemri","3/20/1989"
"Dayanand","Demeyer","10/22/1989"
"Gaetan","Usery","12/25/1989"
"Mokhtar","Kamble","8/18/1989"
"Honglan","Luca","10/13/1989"
"Koichi","Danlos","4/7/1989"
"Gor","Kriebel","4/3/1989"
"Basil","Gopalakrishnan","12/26/1989"
"Mark","Krone","6/27/1989"
"Shuji","Greenaway","2/23/1989"
"Poorav","Lanzelotte","9/3/1989"
"Hailing","Usdin","8/19/1989"
"Gro","Danecki","3/28/1989"
"Kagan","Ravishankar","5/1/1989"
"Fen","Wissmann","1/11/1989"
"Jasminko","Conry","5/12/1989"
"Jouni","Birch","9/26/1989"
"Otmar","Bruckman","2/25/1989"
"Mrinalini","Buchter","10/9/1989"
"Kazuyasu","Tischendorf","5/8/1989"
"Tommaso","Bondorf","10/10/1989"
"Shai","Parhami","10/28/1989"
"Aleksandar","Haraldson","9/27/1989"
"Tamiya","Hiraishi","1/10/1989"
"Alexius","Angelov","12/13/1989"
"JoAnne","Azumi","11/19/1989"
"Licheng","Leuchs","1/9/1989"
"Florian","Lienhardt","5/6/1989"
"Jaewon","Matzel","3/30/1989"
"Toney","Bala","3/12/1989"
"Masamitsu","Ranum","6/21/1989"
"Georgy","Thisen","12/14/1989"
"Xinan","Tasistro","12/24/1989"
"Nobuyoshi","Ginneken","6/26/1989"
"Owen","Kalefeld","8/24/1989"
"Siddarth","Basawa","12/7/1989"
"Malu","Beerel","11/9/1989"
"Fox","Wroclawski","6/1/1989"
"Guoxiang","Senzako","3/26/1989"
"Reinhard","Collette","5/14/1989"
"Luisa","Ritcey","11/24/1989"
"Hitomi","Clouatre","3/8/1989"
"Roddy","Lalonde","5/23/1989"
"Ebbe","Zastre","6/10/1989"
"Yoshinari","Berstel","6/8/1989"
"Elvia","Conti","5/20/1989"
"Danae","Peres","4/17/1989"
"Sigeru","Binkley","5/9/1989"
"Adly","Gurbaxani","1/21/1989"
"Jeanne","Muhling","1/23/1989"
"Hidefumi","Gente","1/1/1989"
"Ortrun","Kusakabe","11/16/1989"
"Cordelia","Lienhardt","8/18/1989"
"Janche","Dulli","3/19/1989"
"Mingsen","Lanzelotte","11/19/1989"
"Moriyoshi","Birch","9/28/1989"
"Tzu","Kusakabe","1/19/1989"
"Xiping","Whitcomb","2/26/1989"
"Kiam","Oxman","7/13/1989"
"Hisao","Katiyar","3/30/1989"
"Chanjung","Deverell","2/22/1989"
"Valdiodio","Demizu","5/16/1989"
"Sanjay","Jahnichen","2/3/1989"
"Eirik","Mayerwieser","9/23/1989"
"Percy","Bridgland","4/9/1989"
"Sreenivas","Streit","11/22/1989"
"Mabhin","Calkin","11/30/1989"
"Shigehito","Bennet","12/3/1989"
"Shigeaki","Grandbois","1/19/1989"
"Sorina","Klyachko","4/15/1989"
"Yonghong","Babu","5/28/1989"
"Zhenbing","Hempstead","12/7/1989"
"Eben","Francisci","9/18/1989"
"Radhakrishnan","Buescher","9/7/1989"
"Kokou","Tempesti","4/3/1989"
"Katsuo","Georgakopoulos","1/14/1989"
"Xiadong","Haddadi","2/17/1989"
"Theron","Heemskerk","2/10/1989"
"Macha","Kalefeld","9/28/1989"
"Huei","Taneja","8/15/1989"
"Sakthirel","Gini","8/13/1989"
"Salvador","Plesums","3/10/1989"
"Nimmagadda","Langford","5/30/1989"
"Ekawit","Piveteau","8/19/1989"
"Fabrizio","Wrigley","7/14/1989"
"Alejandra","Huhdanpaa","12/9/1989"
"Serif","Yurek","7/22/1989"
"Sorina","Krohm","10/3/1989"
"Sham","Chvatal","10/11/1989"
"Maia","Tchuente","7/12/1989"
"Alselm","Albarhamtoshy","1/26/1989"
"Leon","McDermid","11/22/1989"
"Paloma","Hagimont","7/24/1989"
"Eldridge","Bolotov","12/13/1989"
"Jinya","Dolinsky","12/6/1989"
"Armond","Buchter","4/27/1989"
"Zhongwei","Bamford","8/1/1989"
"Chiradeep","Lubachevsky","12/14/1989"
"Matt","Henseler","2/27/1989"
"Flemming","Mikschl","6/27/1989"
"Amstein","Shinomoto","4/10/1989"
"Demin","Papadias","6/30/1989"
"Conrado","Neimat","9/7/1989"
"Zhaofang","Boissier","8/21/1989"
"Xiaoqiang","Birdsall","5/3/1989"
"Nadjib","Cronin","3/14/1989"
"Houman","Guenter","5/31/1989"
"Minghong","Gluchowski","3/5/1989"
"Kwangjo","Meszaros","11/25/1989"
"Luisa","Thiria","6/1/1989"
"Berhard","Basawa","4/13/1989"
"Werner","Fairtlough","12/14/1989"
"Halsur","Chinen","11/9/1989"
"Along","Speel","9/26/1989"
"Denis","Auyong","4/15/1989"
"Duri","Barriga","12/28/1989"
"Zsolt","Bonifati","6/20/1989"
"TRUE","Gini","11/27/1989"
"Pranas","Nitsch","8/13/1989"
"Becky","Fraisse","7/5/1989"
"Shigeichiro","Theuretzbacher","9/23/1989"
"Kinh","Bernatsky","8/15/1989"
"Mircea","Matzov","9/21/1989"
"Xiong","Fendler","5/12/1989"
"Gina","Erol","5/12/1989"
"Marjo","Hatcliff","3/4/1989"
"Heather","Constantine","1/1/1989"
"Yucai","Muniz","12/28/1989"
"Stafford","Tramer","8/17/1989"
"Lunjin","Shackell","11/28/1989"
"Hidekazu","Carrere","4/30/1989"
"Fuqing","Schnabel","5/28/1989"
"Ramya","Neimat","3/25/1989"
"Erzsebet","Penz","4/17/1989"
"Jeong","Boguraev","2/23/1989"
"Gonzalo","Swan","4/19/1989"
"Sachar","Karunanithi","8/22/1989"
"Nathalie","Doering","11/27/1989"
"Kyoichi","Axelband","8/19/1989"
"Teiji","Hockney","12/27/1989"
"Huican","Lagarias","7/22/1989"
"Mizuhito","Honglei","4/11/1989"
"Xinan","Benantar","4/24/1989"
"Abdelwaheb","Yoshizawa","8/21/1989"
"Zsolt","Escriba","9/21/1989"
"Gianluca","Heydon","9/7/1989"
"Leah","Selvestrel","11/10/1989"
"Mitchel","Ruemmler","8/21/1989"
"Manu","Braunmuhl","5/31/1989"
"Gadiel","Marsiglia","11/5/1989"
"Martins","Trystram","1/21/1989"
"Percy","Milicic","8/3/1989"
"Cullen","Muntz","6/25/1989"
"Oguz","Rahimi","9/16/1989"
"Sigeru","Narlikar","3/10/1989"
"Kerhong","Greibach","9/7/1989"
"Shunichi","Linares","7/14/1989"
"Zorica","Schneeberger","2/3/1989"
"Janche","Curless","6/30/1989"
"Marl","Tempesti","1/4/1989"
"Yongmao","Grandbois","6/26/1989"
"Sasan","Lanzelotte","10/25/1989"
"Sibyl","Markovitch","5/1/1989"
"Lakshmi","Billingsley","8/21/1989"
"Wanqing","Emiris","5/17/1989"
"Taiji","Templeman","1/13/1989"
"Guiseppe","McAffer","8/31/1989"
"Zine","Speel","7/11/1989"
"Nechama","Schicker","11/7/1989"
"Duangkaew","Peir","3/27/1989"
"Fen","Hennings","9/1/1989"
"Sivanarayana","Lieblein","11/11/1989"
"Sven","Aseltine","8/7/1989"
"Persi","Staylopatis","9/23/1989"
"Masaki","Constantine","9/10/1989"
"Weiyi","Panienski","8/24/1989"
"Shigeichiro","Aamodt","12/28/1989"
"Hiroyasu","Fontan","9/26/1989"
"Pranav","Isard","1/9/1989"
"Dinkar","Kabayashi","8/31/1989"
"Tesuya","Mapelli","11/1/1989"
"Vincent","Narwekar","11/28/1989"
"Cheong","Mellouli","12/31/1989"
"Zejun","Rajcani","3/14/1989"
"Mayuri","Rodier","8/7/1989"
"Fayez","Stranks","4/24/1989"
"Xiaoqiang","Zirintsis","4/6/1989"
"Marie","Macedo","8/21/1989"
"Weiru","Papastamatiou","12/30/1989"
"Chirstian","Beeson","7/8/1989"
"Slavian","Cools","4/8/1989"
"Ugo","Lorho","6/24/1989"
"Honglan","Streit","2/2/1989"
"Khalil","Marchesini","12/15/1989"
"Aron","Sessa","8/22/1989"
"Rafols","Herber","3/1/1989"
"Gennadi","Redmiles","8/19/1989"
"Ewing","Unni","12/21/1989"
"Hidefumi","Rehfuss","5/2/1989"
"Gay","Sommen","12/3/1989"
"Chiranjit","Versino","7/22/1989"
"Djelloul","Kamble","4/26/1989"
"Masaki","Krone","4/17/1989"
"Slavian","Hiroyama","4/28/1989"
"Kwan","Ohori","8/21/1989"
"Ramalingam","Luks","8/25/1989"
"Jinxi","Bouloucos","11/24/1989"
"Reinhold","Pileggi","1/28/1989"
"Jinpo","Borstler","5/3/1989"
"Saeed","Vieth","7/5/1989"
"Falguni","Panangaden","10/18/1989"
"Brigham","Bolotov","3/2/1989"
"Harngdar","Demeyer","4/20/1989"
"Yishay","Akazan","6/8/1989"
"Weiye","Barvinok","11/3/1989"
"Tiina","Wroclawski","6/6/1989"
"Przemyslawa","Farrar","1/18/1989"
"Eberhardt","Constantine","12/20/1989"
"Ramya","Cardazo","1/14/1989"
"Guoxiang","Valtorta","2/27/1989"
"Iara","Cools","2/8/1989"
"Constantijn","Peir","9/17/1989"
"Uno","Bahk","12/1/1989"
"Jixiang","Luit","9/11/1989"
"Sergi","Tibblin","6/3/1989"
"Steve","Cyne","12/13/1989"
"Jinxi","Kirkerud","3/27/1989"
"Niclas","Cunliffe","10/12/1989"
"Sugwoo","Varman","4/6/1989"
"Paris","Besselaar","7/13/1989"
"Moie","Pocchiola","11/15/1989"
"Gretta","Perelgut","3/11/1989"
"Martine","Falco","10/15/1989"
"Itzchak","Speel","10/22/1989"
"Roddy","Lorcy","1/28/1989"
"Radhia","Rosin","5/24/1989"
"Macha","Lindenbaum","3/16/1989"
"Augustine","Koshino","8/23/1989"
"Mohammed","Anguita","11/3/1989"
"Bezalel","Unni","4/16/1989"
"Amalendu","Dulin","4/9/1989"
"Weiye","Tsukune","5/8/1989"
"Ugo","Fiutem","11/14/1989"
"Tadanori","Radhakrishnan","12/3/1989"
"Mandell","Baezner","4/30/1989"
"Larisa","Yemenis","2/9/1989"
"Heeju","Claffy","4/20/1989"
"Jaana","Hofman","9/16/1989"
"Mohua","Siegrist","1/1/1989"
"Berto","Undy","9/5/1989"
"Fei","Rusterholz","1/21/1989"
"Yinlin","Kropp","9/30/1989"
"Berna","Oaver","5/13/1989"
"Georgi","Vesna","3/29/1989"
"Hironoby","Bala","5/25/1989"
"Heeju","Dichev","4/21/1989"
"Tayeb","Sankaranarayanan","2/1/1989"
"Shietung","Karcich","11/13/1989"
"Toshiki","Herber","7/25/1989"
"Mayuri","Zucker","4/14/1989"
"Aria","Staylopatis","5/12/1989"
"Masaru","Chleq","6/6/1989"
"Malu","Yamaashi","11/6/1989"
"Toshimitsu","Raczkowsky","11/5/1989"
"Ekawit","Perry","6/5/1989"
"Naftali","Picaronny","2/14/1989"
"Nathalie","Gonthier","7/4/1989"
"Vishu","Magliocco","3/13/1989"
"Mikhail","Butterworth","8/14/1989"
"Alain","Gils","9/25/1989"
"Sanjit","Kohling","10/4/1989"
"Gritta","Panangaden","1/23/1989"
"Otilia","Salinas","4/29/1989"
"Amalendu","Schapire","2/6/1989"
"Ortrud","Pena","7/3/1989"
"Heeju","Peak","2/1/1989"
"Golgen","Naudin","7/16/1989"
"Xuejia","Heydon","11/24/1989"
"Luigi","Rothe","7/3/1989"
"Caolyn","Szemeredi","1/12/1989"
"Van","Dredge","10/30/1989"
"Shigeaki","Georgakopoulos","9/8/1989"
"Jongsuk","Guardalben","11/25/1989"
"Masami","Yoshimura","9/26/1989"
"Pranav","Gecsel","4/11/1989"
"Huai","Basart","5/2/1989"
"Sashi","Waschkowski","6/28/1989"
"Sarita","Streit","11/14/1989"
"Wonhee","Uhrig","12/13/1989"
"Susanna","Biros","3/28/1989"
"Sashi","Munoz","2/11/1989"
"Niteen","Bednarek","4/26/1989"
"Fuqing","Esteva","3/12/1989"
"Erzsebet","Mondadori","11/14/1989"
"Odysseas","Servieres","4/12/1989"
"JoAnne","Passino","3/27/1989"
"Ugo","Basawa","6/13/1989"
"Eishiro","Hagimont","10/25/1989"
"Nalini","Fujisawa","5/24/1989"
"Shahar","Schach","3/29/1989"
"Lena","Compeau","3/2/1989"
"Kensei","Verhaegen","10/5/1989"
"Poornachandra","Greenaway","12/15/1989"
"Augustine","Schaar","10/18/1989"
"Giordano","Beetstra","12/10/1989"
"Jayson","Zielinski","7/16/1989"
"Masaru","Chaudhury","11/11/1989"
"Kensei","Stroustrup","7/16/1989"
"Gonzalo","Naudin","7/2/1989"
"Zhensheng","Coombs","10/2/1989"
"Val","Billawala","2/2/1989"
"Tsvetan","Gluchowski","9/30/1989"
"Kshitij","Hedayat","12/1/1989"
"Jacqueline","Hmelo","2/10/1989"
"Yechezkel","Giaccio","3/20/1989"
"Dines","Hanratty","12/11/1989"
"Carrsten","Templeman","7/15/1989"
"Zeljko","Alvarado","5/4/1989"
"Mitsuyuki","Siepmann","8/13/1989"
"Halsur","Varker","6/16/1989"
"Magdalena","Bernardinello","7/31/1989"
"Kendra","Gist","8/4/1989"
"Toshimo","Gini","11/17/1989"
"Yechiam","Schnelling","8/25/1989"
"Haldun","Nooteboom","1/3/1989"
"Ferdinand","Danecki","8/27/1989"
"Izaskun","Maccarone","11/6/1989"
"Lihong","Mitzlaff","5/12/1989"
"Tokuyasu","Muntz","8/18/1989"
"Caolyn","Underwood","1/29/1989"
"Reuven","Fargier","1/24/1989"
"Adin","Maquelin","7/11/1989"
"Aksel","Baja","8/30/1989"
"Angus","Larfeldt","5/24/1989"
"Paddy","Hofman","1/17/1989"
"Eldridge","Boguraev","10/13/1989"
"Arne","Frezza","3/25/1989"
"Randy","Gniady","5/14/1989"
"Mechthild","Genther","4/18/1989"
"Manu","Asrin","12/8/1989"
"Kaijung","Fortenbacher","11/1/1989"
"Sumant","Pena","2/17/1989"
"Mamdouh","Wiegley","5/24/1989"
"Mark","Rodier","4/13/1989"
"Mamdouh","Sabnani","5/10/1989"
"Jaroslava","Perz","4/13/1989"
"Tiina","Andreotta","2/8/1989"
"Doowon","Cullers","8/10/1989"
"Filipe","Seiwald","12/25/1989"
"Rafail","Flanders","6/7/1989"
"Vishv","Itschner","5/14/1989"
"Lena","Rosenbaum","1/9/1989"
"Garnet","Hanabata","4/13/1989"
"Heekeun","Suwa","6/30/1989"
"Jacopo","Tchuente","11/18/1989"
"Sven","Quadeer","10/28/1989"
"Dekang","Feldmann","3/3/1989"
"Pranav","Ginesta","7/14/1989"
"Gou","Rajala","1/24/1989"
"Haldun","Muhling","12/1/1989"
"Turgut","Serre","12/12/1989"
"Xiaocheng","Undy","1/14/1989"
"Piyush","Angelopoulos","6/12/1989"
"Naftaly","Lorho","11/7/1989"
"Alagu","Walston","4/18/1989"
"Qingxiang","dAstous","4/9/1989"
"Susuma","Neiman","3/19/1989"
"Pranas","Ranft","7/25/1989"
"Feipei","Kusakabe","7/6/1989"
"Manton","Schueller","2/12/1989"
"Guther","Douceur","11/17/1989"
"Roddy","Milicia","5/6/1989"
"Shalesh","Bernini","7/19/1989"
"Kensyu","Pargaonkar","8/19/1989"
"Gal","Poehlman","3/5/1989"
"Duke","Chinal","9/12/1989"
"Thanasis","Brodal","10/4/1989"
"Fay","Cools","6/6/1989"
"Matk","Hiyoshi","3/24/1989"
"Stamatina","Kakkad","9/4/1989"
"Abdelwaheb","Sommen","2/14/1989"
"Toshiko","Lindqvist","6/16/1989"
"Nimmagadda","Cronin","6/30/1989"
"Vojin","Merkl","6/5/1989"
"Parto","Vendrig","3/20/1989"
"Gretta","Bael","4/12/1989"
"Dinah","Salinas","6/30/1989"
"Radhakrishnan","Lamba","9/23/1989"
"Bilhanan","Lunt","11/20/1989"
"Dmitri","Kohling","4/22/1989"
"Amabile","Schaft","2/12/1989"
"Anwar","Heydon","2/19/1989"
"Maria","Crouzet","11/4/1989"
"Mahmut","Czaja","10/21/1989"
"Byong","Olivero","11/16/1989"
"Xiaobin","Lemarechal","5/29/1989"
"Perry","Lally","8/17/1989"
"Shaunak","Pelc","1/19/1989"
"Aamer","Lupu","12/6/1989"
"Harjit","Debuse","12/18/1989"
"Shichao","Lanzelotte","6/24/1989"
"Adly","Lambe","8/2/1989"
"Ronghao","Pietracaprina","5/7/1989"
"Dinah","Beetstra","11/18/1989"
"Beshir","Demke","12/17/1989"
"Abdelwaheb","Mondadori","12/5/1989"
"Hitomi","Sinitsyn","9/6/1989"
"Xumin","Cincotta","2/26/1989"
"Alejandro","Matheson","8/8/1989"
"Basem","Azumi","11/22/1989"
"Arnould","Birta","11/29/1989"
"Larisa","Brender","11/26/1989"
"Gina","Attimonelli","11/4/1989"
"Martijn","Felder","2/11/1989"
"Spyrose","Zeleznik","10/24/1989"
"Hatem","Gerlach","3/13/1989"
"Angel","Spataro","5/18/1989"
"Gregory","Asser","9/26/1989"
"Zhaofang","Fabrizio","9/1/1989"
"Chenyi","Vrecion","9/27/1989"
"Xiaocheng","Perko","3/16/1989"
"Reinhard","Laventhal","8/15/1989"
"Torsten","Falco","10/26/1989"
"Sorina","Waterhouse","8/4/1989"
"Yucel","Rosis","8/28/1989"
"Nahid","Rabehasaina","3/19/1989"
"Tze","Pettit","10/19/1989"
"Emran","Majewski","1/30/1989"
"Kazuyasu","Spataro","7/11/1989"
"Kiyotoshi","Juneja","9/15/1989"
"Gregory","Stemann","8/16/1989"
"Alejandro","Bernardinello","5/11/1989"
"Padma","Matzke","10/11/1989"
"Susanna","Jonsson","1/29/1989"
"Hauke","Scharstein","12/26/1989"
"Godehard","Redmiles","7/12/1989"
"Franziska","Roohalamini","4/16/1989"
"Elgin","Denti","6/24/1989"
"Alejandra","Hainaut","5/29/1989"
"Juyoung","Luga","12/17/1989"
"Becky","Khasidashvili","5/5/1989"
"Fumiya","Pluym","11/29/1989"
"Morrie","Perfilyeva","2/20/1989"
"Holgard","Plump","7/24/1989"
"Peer","Roccetti","1/11/1989"
"Atilio","Dolinsky","5/6/1989"
"Charmane","Furedi","10/22/1989"
"Nirmal","Kavvadias","4/20/1989"
"Ravishankar","Rosay","7/24/1989"
"Temple","Billingsley","6/28/1989"
"Martine","Hartvigsen","11/22/1989"
"Arve","Luiz","9/5/1989"
"Beshir","Hellwagner","5/30/1989"
"Zito","Baja","10/1/1989"
"Mads","Brodal","7/2/1989"
"Maren","Babu","5/31/1989"
"Shahar","Langford","4/25/1989"
"Shaibal","Solovay","3/12/1989"
"Zine","Klassen","1/12/1989"
"Achilleas","Baig","10/15/1989"
"Arun","Simmel","8/22/1989"
"Rimon","Bardell","7/3/1989"
"Gilbert","Cyne","8/1/1989"
"Irene","Velardi","8/15/1989"
"Torsten","Brandsma","2/18/1989"
"Kamakshi","Boyle","9/2/1989"
"Sachio","Vesel","5/17/1989"
"Danil","Buchter","6/20/1989"
"Mingdong","Farrag","2/6/1989"
"Chanjung","Ramsay","9/7/1989"
"Jinpo","Falby","11/11/1989"
"Mong","Nitta","6/30/1989"
"Sashi","Itzigehl","9/11/1989"
"Yuuichi","Debuse","4/15/1989"
"Yoshinari","Lichtner","3/3/1989"
"Shalesh","Bierman","2/12/1989"
"Kristina","Baez","8/18/1989"
"Wuxu","Biran","12/21/1989"
"Taegyun","Alvarado","7/7/1989"
"Kenton","Ermel","6/24/1989"
"Byong","Snedden","3/8/1989"
"Rosli","Kroll","1/1/1989"
"Hugh","Shackell","5/26/1989"
"Kiyomitsu","Erev","10/13/1989"
"Makato","Garrabrants","4/21/1989"
"Adam","Swick","7/26/1989"
"Marjo","Kuszyk","3/13/1989"
"Percy","Ambroszkiewicz","2/17/1989"
"Moss","Jenevein","4/7/1989"
"Shahid","Vingron","3/14/1989"
"Mari","Pardalos","6/10/1989"
"KayLiang","Spataro","10/11/1989"
"Garnik","Luit","5/5/1989"
"Koichi","Demir","5/26/1989"
"DeForest","Impagliazzo","4/27/1989"
"Jahangir","Wuwongse","1/14/1989"
"Dmitry","Covnot","11/15/1989"
"Shan","Sambasivam","3/27/1989"
"Kwok","Legleitner","6/10/1989"
"Mooi","Mitsuhashi","6/5/1989"
"Xiping","Kobara","11/30/1989"
"Subhada","Brizzi","3/22/1989"
"Jovan","Giveon","10/22/1989"
"Rosita","Argence","5/10/1989"
"Oscar","Onuegbe","12/31/1989"
"Gal","Riesenhuber","5/10/1989"
"Frazer","Toyoshima","9/12/1989"
"Leaf","Besancenot","6/30/1989"
"Susanta","Couchot","1/4/1989"
"Vitali","Azulay","6/20/1989"
"Thodoros","Senzako","3/16/1989"
"Spyrose","Zizka","5/27/1989"
"Bilhanan","Litzkow","12/12/1989"
"Adil","Seghrouchni","8/23/1989"
"Weijing","Schach","5/6/1989"
"Parviz","Hennebert","11/12/1989"
"Koichi","McConalogue","6/18/1989"
"Huican","Wilfing","12/18/1989"
